
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
objective_grant_basicsecurity_description           A common pitfall at new prisons are security lapses due to the inexperience of the staff with the facility. Ensure we have no early mishaps that might hurt our record in the future by increasing security to an acceptable level.
objective_grant_basicsecurity_chief                 Hire a Security Chief (Requires an Office)
objective_grant_basicsecurity_guards                Hire ten guards
objective_grant_basicsecurity_patrols               Assign three guards to patrol routes
objective_grant_basicsecurity_research              Unlock Patrols through Bureaucracy

objective_grant_enhancedsecurity                    Governmental Security Ratings
objective_grant_enhancedsecurity_description        The Government has certain requirements regarding security for prisons over a certain size, and applies hefty fines to those that come up short. Ensure this doesn't become a problem.
objective_grant_enhancedsecurity_armoury            Build an Armoury
objective_grant_enhancedsecurity_kennel             Build a Kennel
objective_grant_enhancedsecurity_guards             Hire two Armed Guards
objective_grant_enhancedsecurity_dogs               Hire two Dog Handlers
objective_grant_enhancedsecurity_patroldogs         Assign two Dog Handlers to a Dog Patrol
objective_grant_enhancedsecurity_patrolarmed        Assign two Armed Guards to a Patrol

objective_grant_advancedsecurity                    Max-Sec Infrastructure Implementation
